9.152103939190445181e-02,1.576165297036990487e-01,8.949584591007242462e-02,8.862362683463069490e-02
6.046740390552127892e-02,7.385106376738152789e-02,6.287535544006944699e-02,1.295407390864963537e-01
1.486073992391408471e-01,8.184031743317815577e-02,7.211991594276848105e-02,7.249092191717340650e-02
5.678625582143285999e-02,6.492397277936994004e-02,3.576546261542407068e-02,7.409382517146843872e-02
2.552968925057824690e-01,9.367713182431577912e-02,9.214368277641435401e-02,9.179042003329966615e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.770449811776023452e-01,8.065606746702976698e-03,5.823928330215470683e-02,5.306528189327079648e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.227805326326049384e-01,1.242180932569714180e-01,1.303902345666350659e-01,3.542855291971465648e-01
1.677635072930151461e-01,5.239139844017381975e-01,1.990149204204998412e-01,2.263687825588792668e-01
6.090618539829237843e-01,1.287996859857062915e-01,7.451801455522788498e-02,1.254909855974136457e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.797359449915587937e-01,2.468656737932106160e-01,5.765333327924971885e-01,2.503260776965077206e-01
4.620710671590253504e-01,8.322277936550472877e-01,4.475215306688652417e-01,4.418774598089020844e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
